source_cell_type,target_cell_type,total_weight,mean_weight,n_edges
Endothelial.Lymphatic.LYVE1,B.cells.Naive,509.0,1.0,509
Endothelial.Lymphatic.LYVE1,CAFs.MSC.iCAF.like,821.0,1.0,821
Endothelial.Lymphatic.LYVE1,CAFs.myCAF.like,895.0,1.0,895
Endothelial.Lymphatic.LYVE1,Cancer.Basal.SC,968.0,1.0,968
Endothelial.Lymphatic.LYVE1,Cancer.Cycling,932.0,1.0,932
Endothelial.Lymphatic.LYVE1,Cancer.Her2.SC,848.0,1.0,848
Endothelial.Lymphatic.LYVE1,Cancer.LumA.SC,438.0,1.0,438
Endothelial.Lymphatic.LYVE1,Cancer.LumB.SC,456.0,1.0,456
Endothelial.Lymphatic.LYVE1,Cycling.Myeloid,647.0,1.0,647
Endothelial.Lymphatic.LYVE1,Cycling.PVL,495.0,1.0,495
Endothelial.Lymphatic.LYVE1,Cycling.T.cells,643.0,1.0,643
Endothelial.Lymphatic.LYVE1,DCs,685.0,1.0,685
Endothelial.Lymphatic.LYVE1,Endothelial.ACKR1,718.0,1.0,718
Endothelial.Lymphatic.LYVE1,Endothelial.CXCL12,617.0,1.0,617
Endothelial.Lymphatic.LYVE1,Endothelial.Lymphatic.LYVE1,572.0,1.0,572
Endothelial.Lymphatic.LYVE1,Endothelial.RGS5,656.0,1.0,656
Endothelial.Lymphatic.LYVE1,Luminal.Progenitors,753.0,1.0,753
Endothelial.Lymphatic.LYVE1,Macrophage,793.0,1.0,793
Endothelial.Lymphatic.LYVE1,Mature.Luminal,728.0,1.0,728
Endothelial.Lymphatic.LYVE1,Monocyte,685.0,1.0,685
Endothelial.Lymphatic.LYVE1,Myoepithelial,593.0,1.0,593
Endothelial.Lymphatic.LYVE1,NK.cells,569.0,1.0,569
Endothelial.Lymphatic.LYVE1,NKT.cells,504.0,1.0,504
Endothelial.Lymphatic.LYVE1,PVL.Differentiated,713.0,1.0,713
Endothelial.Lymphatic.LYVE1,PVL.Immature,676.0,1.0,676
Endothelial.Lymphatic.LYVE1,Plasmablasts,747.0,1.0,747
Endothelial.Lymphatic.LYVE1,T.cells.CD4,784.0,1.0,784
Endothelial.Lymphatic.LYVE1,T.cells.CD8,660.0,1.0,660
Endothelial.RGS5,B.cells.Memory,844.0,1.0,844
Endothelial.RGS5,B.cells.Naive,648.0,1.0,648
Endothelial.RGS5,CAFs.MSC.iCAF.like,1090.0,1.0,1090
Endothelial.RGS5,CAFs.myCAF.like,1181.0,1.0,1181
Endothelial.RGS5,Cancer.Basal.SC,1339.0,1.0,1339
Endothelial.RGS5,Cancer.Cycling,1266.0,1.0,1266
Endothelial.RGS5,Cancer.Her2.SC,1164.0,1.0,1164
Endothelial.RGS5,Cancer.LumA.SC,571.0,1.0,571
Endothelial.RGS5,Cancer.LumB.SC,569.0,1.0,569
Endothelial.RGS5,Cycling.Myeloid,820.0,1.0,820
Endothelial.RGS5,Cycling.PVL,608.0,1.0,608
Endothelial.RGS5,Cycling.T.cells,798.0,1.0,798
Endothelial.RGS5,DCs,837.0,1.0,837
Endothelial.RGS5,Endothelial.ACKR1,942.0,1.0,942
Endothelial.RGS5,Endothelial.CXCL12,772.0,1.0,772
Endothelial.RGS5,Endothelial.Lymphatic.LYVE1,702.0,1.0,702
Endothelial.RGS5,Endothelial.RGS5,821.0,1.0,821
Endothelial.RGS5,Luminal.Progenitors,973.0,1.0,973
Endothelial.RGS5,Macrophage,1041.0,1.0,1041
Endothelial.RGS5,Mature.Luminal,950.0,1.0,950
Endothelial.RGS5,Monocyte,847.0,1.0,847
Endothelial.RGS5,Myoepithelial,747.0,1.0,747
Endothelial.RGS5,NK.cells,743.0,1.0,743
Endothelial.RGS5,NKT.cells,607.0,1.0,607
Endothelial.RGS5,PVL.Differentiated,951.0,1.0,951
Endothelial.RGS5,PVL.Immature,843.0,1.0,843
Endothelial.RGS5,Plasmablasts,940.0,1.0,940
Endothelial.RGS5,T.cells.CD4,1036.0,1.0,1036
Endothelial.RGS5,T.cells.CD8,812.0,1.0,812
Luminal.Progenitors,B.cells.Memory,979.0,1.0,979
Luminal.Progenitors,B.cells.Naive,740.0,1.0,740
Luminal.Progenitors,CAFs.MSC.iCAF.like,1473.0,1.0,1473
Luminal.Progenitors,CAFs.myCAF.like,1670.0,1.0,1670
Luminal.Progenitors,Cancer.Basal.SC,1863.0,1.0,1863
Luminal.Progenitors,Cancer.Cycling,1743.0,1.0,1743
Luminal.Progenitors,Cancer.Her2.SC,1628.0,1.0,1628
Luminal.Progenitors,Cancer.LumA.SC,769.0,1.0,769
Luminal.Progenitors,Cancer.LumB.SC,721.0,1.0,721
Luminal.Progenitors,Cycling.Myeloid,983.0,1.0,983
Luminal.Progenitors,Cycling.PVL,720.0,1.0,720
Luminal.Progenitors,Cycling.T.cells,967.0,1.0,967
Luminal.Progenitors,DCs,1059.0,1.0,1059
Luminal.Progenitors,Endothelial.ACKR1,1190.0,1.0,1190
Luminal.Progenitors,Endothelial.CXCL12,949.0,1.0,949
Luminal.Progenitors,Endothelial.Lymphatic.LYVE1,824.0,1.0,824
Luminal.Progenitors,Endothelial.RGS5,1030.0,1.0,1030
Luminal.Progenitors,Luminal.Progenitors,1301.0,1.0,1301
Luminal.Progenitors,Macrophage,1338.0,1.0,1338
Luminal.Progenitors,Mature.Luminal,1290.0,1.0,1290
Luminal.Progenitors,Monocyte,1054.0,1.0,1054
Luminal.Progenitors,Myoepithelial,979.0,1.0,979
Luminal.Progenitors,NK.cells,917.0,1.0,917
Luminal.Progenitors,NKT.cells,719.0,1.0,719
Luminal.Progenitors,PVL.Differentiated,1231.0,1.0,1231
Luminal.Progenitors,PVL.Immature,1067.0,1.0,1067
Luminal.Progenitors,Plasmablasts,1234.0,1.0,1234
Luminal.Progenitors,T.cells.CD4,1325.0,1.0,1325
Luminal.Progenitors,T.cells.CD8,946.0,1.0,946
Macrophage,B.cells.Memory,1155.0,1.0,1155
Macrophage,B.cells.Naive,838.0,1.0,838
Macrophage,CAFs.MSC.iCAF.like,1616.0,1.0,1616
Macrophage,CAFs.myCAF.like,1779.0,1.0,1779
Macrophage,Cancer.Basal.SC,2082.0,1.0,2082
Macrophage,Cancer.Cycling,1923.0,1.0,1923
Macrophage,Cancer.Her2.SC,1842.0,1.0,1842
Macrophage,Cancer.LumA.SC,831.0,1.0,831
Macrophage,Cancer.LumB.SC,789.0,1.0,789
Macrophage,Cycling.Myeloid,1139.0,1.0,1139
Macrophage,Cycling.PVL,760.0,1.0,760
Macrophage,Cycling.T.cells,1028.0,1.0,1028
Macrophage,DCs,1107.0,1.0,1107
Macrophage,Endothelial.ACKR1,1387.0,1.0,1387
Macrophage,Endothelial.CXCL12,1023.0,1.0,1023
Macrophage,Endothelial.Lymphatic.LYVE1,926.0,1.0,926
Macrophage,Endothelial.RGS5,1091.0,1.0,1091
Macrophage,Luminal.Progenitors,1381.0,1.0,1381
Macrophage,Macrophage,1541.0,1.0,1541
Macrophage,Mature.Luminal,1393.0,1.0,1393
Macrophage,Monocyte,1132.0,1.0,1132
Macrophage,Myoepithelial,980.0,1.0,980
Macrophage,NK.cells,1087.0,1.0,1087
Macrophage,NKT.cells,772.0,1.0,772
Macrophage,PVL.Differentiated,1444.0,1.0,1444
Macrophage,PVL.Immature,1128.0,1.0,1128
Macrophage,Plasmablasts,1295.0,1.0,1295
Macrophage,T.cells.CD4,1490.0,1.0,1490
Macrophage,T.cells.CD8,1025.0,1.0,1025
Mature.Luminal,B.cells.Memory,913.0,1.0,913
Mature.Luminal,B.cells.Naive,664.0,1.0,664
Mature.Luminal,CAFs.MSC.iCAF.like,1371.0,1.0,1371
Mature.Luminal,CAFs.myCAF.like,1555.0,1.0,1555
Mature.Luminal,Cancer.Basal.SC,1784.0,1.0,1784
Mature.Luminal,Cancer.Cycling,1647.0,1.0,1647
Mature.Luminal,Cancer.Her2.SC,1564.0,1.0,1564
Mature.Luminal,Cancer.LumA.SC,709.0,1.0,709
Mature.Luminal,Cancer.LumB.SC,654.0,1.0,654
Mature.Luminal,Cycling.Myeloid,905.0,1.0,905
Mature.Luminal,Cycling.PVL,619.0,1.0,619
Mature.Luminal,Cycling.T.cells,847.0,1.0,847
Mature.Luminal,DCs,938.0,1.0,938
Mature.Luminal,Endothelial.ACKR1,1126.0,1.0,1126
Mature.Luminal,Endothelial.CXCL12,840.0,1.0,840
Mature.Luminal,Endothelial.Lymphatic.LYVE1,740.0,1.0,740
Mature.Luminal,Endothelial.RGS5,924.0,1.0,924
Mature.Luminal,Luminal.Progenitors,1178.0,1.0,1178
Mature.Luminal,Macrophage,1261.0,1.0,1261
Mature.Luminal,Mature.Luminal,1190.0,1.0,1190
Mature.Luminal,Monocyte,936.0,1.0,936
Mature.Luminal,Myoepithelial,845.0,1.0,845
Mature.Luminal,NK.cells,871.0,1.0,871
Mature.Luminal,NKT.cells,625.0,1.0,625
Mature.Luminal,PVL.Differentiated,1166.0,1.0,1166
Mature.Luminal,PVL.Immature,947.0,1.0,947
Mature.Luminal,Plasmablasts,1112.0,1.0,1112
Mature.Luminal,T.cells.CD4,1230.0,1.0,1230
Mature.Luminal,T.cells.CD8,835.0,1.0,835
Monocyte,B.cells.Memory,1040.0,1.0,1040
Monocyte,B.cells.Naive,761.0,1.0,761
Monocyte,CAFs.MSC.iCAF.like,1493.0,1.0,1493
Monocyte,CAFs.myCAF.like,1667.0,1.0,1667
Monocyte,Cancer.Basal.SC,1932.0,1.0,1932
Monocyte,Cancer.Cycling,1781.0,1.0,1781
Monocyte,Cancer.Her2.SC,1700.0,1.0,1700
Monocyte,Cancer.LumA.SC,772.0,1.0,772
Monocyte,Cancer.LumB.SC,721.0,1.0,721
Monocyte,Cycling.Myeloid,1035.0,1.0,1035
Monocyte,Cycling.PVL,693.0,1.0,693
Monocyte,Cycling.T.cells,942.0,1.0,942
Monocyte,DCs,1039.0,1.0,1039
Monocyte,Endothelial.ACKR1,1269.0,1.0,1269
Monocyte,Endothelial.CXCL12,936.0,1.0,936
Monocyte,Endothelial.Lymphatic.LYVE1,862.0,1.0,862
Monocyte,Endothelial.RGS5,1016.0,1.0,1016
Monocyte,Luminal.Progenitors,1287.0,1.0,1287
Monocyte,Macrophage,1412.0,1.0,1412
Monocyte,Mature.Luminal,1298.0,1.0,1298
Monocyte,Monocyte,1047.0,1.0,1047
Monocyte,Myoepithelial,910.0,1.0,910
Monocyte,NK.cells,992.0,1.0,992
Monocyte,NKT.cells,720.0,1.0,720
Monocyte,PVL.Differentiated,1302.0,1.0,1302
Monocyte,PVL.Immature,1038.0,1.0,1038
Monocyte,Plasmablasts,1215.0,1.0,1215
Monocyte,T.cells.CD4,1364.0,1.0,1364
Monocyte,T.cells.CD8,939.0,1.0,939
Myoepithelial,B.cells.Memory,852.0,1.0,852
Myoepithelial,B.cells.Naive,656.0,1.0,656
Myoepithelial,CAFs.MSC.iCAF.like,1275.0,1.0,1275
Myoepithelial,CAFs.myCAF.like,1471.0,1.0,1471
Myoepithelial,Cancer.Basal.SC,1579.0,1.0,1579
Myoepithelial,Cancer.Cycling,1495.0,1.0,1495
Myoepithelial,Cancer.Her2.SC,1370.0,1.0,1370
Myoepithelial,Cancer.LumA.SC,689.0,1.0,689
Myoepithelial,Cancer.LumB.SC,644.0,1.0,644
Myoepithelial,Cycling.Myeloid,850.0,1.0,850
Myoepithelial,Cycling.PVL,680.0,1.0,680
Myoepithelial,Cycling.T.cells,896.0,1.0,896
Myoepithelial,DCs,987.0,1.0,987
Myoepithelial,Endothelial.ACKR1,998.0,1.0,998
Myoepithelial,Endothelial.CXCL12,853.0,1.0,853
Myoepithelial,Endothelial.Lymphatic.LYVE1,747.0,1.0,747
Myoepithelial,Endothelial.RGS5,933.0,1.0,933
Myoepithelial,Luminal.Progenitors,1159.0,1.0,1159
Myoepithelial,Macrophage,1132.0,1.0,1132
Myoepithelial,Mature.Luminal,1135.0,1.0,1135
Myoepithelial,Monocyte,956.0,1.0,956
Myoepithelial,Myoepithelial,925.0,1.0,925
Myoepithelial,NK.cells,775.0,1.0,775
Myoepithelial,NKT.cells,676.0,1.0,676
Myoepithelial,PVL.Differentiated,1021.0,1.0,1021
Myoepithelial,PVL.Immature,977.0,1.0,977
Myoepithelial,Plasmablasts,1124.0,1.0,1124
Myoepithelial,T.cells.CD4,1140.0,1.0,1140
Myoepithelial,T.cells.CD8,874.0,1.0,874
NK.cells,B.cells.Memory,696.0,1.0,696
NK.cells,B.cells.Naive,542.0,1.0,542
NK.cells,CAFs.MSC.iCAF.like,890.0,1.0,890
NK.cells,CAFs.myCAF.like,960.0,1.0,960
NK.cells,Cancer.Basal.SC,1079.0,1.0,1079
NK.cells,Cancer.Cycling,1023.0,1.0,1023
NK.cells,Cancer.Her2.SC,934.0,1.0,934
NK.cells,Cancer.LumA.SC,466.0,1.0,466
NK.cells,Cancer.LumB.SC,477.0,1.0,477
NK.cells,Cycling.Myeloid,695.0,1.0,695
NK.cells,Cycling.PVL,498.0,1.0,498
NK.cells,Cycling.T.cells,664.0,1.0,664
NK.cells,DCs,713.0,1.0,713
NK.cells,Endothelial.ACKR1,773.0,1.0,773
NK.cells,Endothelial.CXCL12,638.0,1.0,638
NK.cells,Endothelial.Lymphatic.LYVE1,588.0,1.0,588
NK.cells,Endothelial.RGS5,673.0,1.0,673
NK.cells,Luminal.Progenitors,802.0,1.0,802
NK.cells,Macrophage,877.0,1.0,877
NK.cells,Mature.Luminal,774.0,1.0,774
NK.cells,Monocyte,720.0,1.0,720
NK.cells,Myoepithelial,620.0,1.0,620
NK.cells,NK.cells,619.0,1.0,619
NK.cells,NKT.cells,520.0,1.0,520
NK.cells,PVL.Differentiated,774.0,1.0,774
NK.cells,PVL.Immature,699.0,1.0,699
NK.cells,Plasmablasts,788.0,1.0,788
NK.cells,T.cells.CD4,848.0,1.0,848
NK.cells,T.cells.CD8,678.0,1.0,678
NKT.cells,B.cells.Memory,567.0,1.0,567
NKT.cells,B.cells.Naive,452.0,1.0,452
NKT.cells,CAFs.MSC.iCAF.like,861.0,1.0,861
NKT.cells,CAFs.myCAF.like,1008.0,1.0,1008
NKT.cells,Cancer.Basal.SC,1116.0,1.0,1116
NKT.cells,Cancer.Cycling,1045.0,1.0,1045
NKT.cells,Cancer.Her2.SC,951.0,1.0,951
NKT.cells,Cancer.LumA.SC,450.0,1.0,450
NKT.cells,Cancer.LumB.SC,432.0,1.0,432
NKT.cells,Cycling.Myeloid,587.0,1.0,587
NKT.cells,Cycling.PVL,417.0,1.0,417
NKT.cells,Cycling.T.cells,593.0,1.0,593
NKT.cells,DCs,672.0,1.0,672
NKT.cells,Endothelial.ACKR1,689.0,1.0,689
NKT.cells,Endothelial.CXCL12,546.0,1.0,546
NKT.cells,Endothelial.Lymphatic.LYVE1,495.0,1.0,495
NKT.cells,Endothelial.RGS5,616.0,1.0,616
NKT.cells,Luminal.Progenitors,774.0,1.0,774
NKT.cells,Macrophage,789.0,1.0,789
NKT.cells,Mature.Luminal,767.0,1.0,767
NKT.cells,Monocyte,641.0,1.0,641
NKT.cells,Myoepithelial,584.0,1.0,584
NKT.cells,NK.cells,544.0,1.0,544
NKT.cells,NKT.cells,462.0,1.0,462
NKT.cells,PVL.Differentiated,674.0,1.0,674
NKT.cells,PVL.Immature,625.0,1.0,625
NKT.cells,Plasmablasts,775.0,1.0,775
NKT.cells,T.cells.CD4,784.0,1.0,784
NKT.cells,T.cells.CD8,570.0,1.0,570
PVL.Differentiated,B.cells.Memory,1057.0,1.0,1057
PVL.Differentiated,B.cells.Naive,781.0,1.0,781
PVL.Differentiated,CAFs.MSC.iCAF.like,1458.0,1.0,1458
PVL.Differentiated,CAFs.myCAF.like,1581.0,1.0,1581
PVL.Differentiated,Cancer.Basal.SC,1823.0,1.0,1823
PVL.Differentiated,Cancer.Cycling,1693.0,1.0,1693
PVL.Differentiated,Cancer.Her2.SC,1629.0,1.0,1629
PVL.Differentiated,Cancer.LumA.SC,757.0,1.0,757
PVL.Differentiated,Cancer.LumB.SC,709.0,1.0,709
PVL.Differentiated,Cycling.Myeloid,1050.0,1.0,1050
PVL.Differentiated,Cycling.PVL,716.0,1.0,716
PVL.Differentiated,Cycling.T.cells,934.0,1.0,934
PVL.Differentiated,DCs,992.0,1.0,992
PVL.Differentiated,Endothelial.ACKR1,1259.0,1.0,1259
PVL.Differentiated,Endothelial.CXCL12,952.0,1.0,952
PVL.Differentiated,Endothelial.Lymphatic.LYVE1,863.0,1.0,863
PVL.Differentiated,Endothelial.RGS5,1010.0,1.0,1010
PVL.Differentiated,Luminal.Progenitors,1254.0,1.0,1254
PVL.Differentiated,Macrophage,1395.0,1.0,1395
PVL.Differentiated,Mature.Luminal,1255.0,1.0,1255
PVL.Differentiated,Monocyte,1029.0,1.0,1029
PVL.Differentiated,Myoepithelial,909.0,1.0,909
PVL.Differentiated,NK.cells,995.0,1.0,995
PVL.Differentiated,NKT.cells,723.0,1.0,723
PVL.Differentiated,PVL.Differentiated,1315.0,1.0,1315
PVL.Differentiated,PVL.Immature,1033.0,1.0,1033
PVL.Differentiated,Plasmablasts,1164.0,1.0,1164
PVL.Differentiated,T.cells.CD4,1342.0,1.0,1342
PVL.Differentiated,T.cells.CD8,954.0,1.0,954
PVL.Immature,B.cells.Memory,992.0,1.0,992
PVL.Immature,B.cells.Naive,758.0,1.0,758
PVL.Immature,CAFs.MSC.iCAF.like,1403.0,1.0,1403
PVL.Immature,CAFs.myCAF.like,1573.0,1.0,1573
PVL.Immature,Cancer.Basal.SC,1757.0,1.0,1757
PVL.Immature,Cancer.Cycling,1652.0,1.0,1652
PVL.Immature,Cancer.Her2.SC,1534.0,1.0,1534
PVL.Immature,Cancer.LumA.SC,740.0,1.0,740
PVL.Immature,Cancer.LumB.SC,709.0,1.0,709
PVL.Immature,Cycling.Myeloid,988.0,1.0,988
PVL.Immature,Cycling.PVL,730.0,1.0,730
PVL.Immature,Cycling.T.cells,965.0,1.0,965
PVL.Immature,DCs,1056.0,1.0,1056
PVL.Immature,Endothelial.ACKR1,1157.0,1.0,1157
PVL.Immature,Endothelial.CXCL12,940.0,1.0,940
PVL.Immature,Endothelial.Lymphatic.LYVE1,850.0,1.0,850
PVL.Immature,Endothelial.RGS5,1013.0,1.0,1013
PVL.Immature,Luminal.Progenitors,1252.0,1.0,1252
PVL.Immature,Macrophage,1300.0,1.0,1300
PVL.Immature,Mature.Luminal,1232.0,1.0,1232
PVL.Immature,Monocyte,1043.0,1.0,1043
PVL.Immature,Myoepithelial,954.0,1.0,954
PVL.Immature,NK.cells,906.0,1.0,906
PVL.Immature,NKT.cells,739.0,1.0,739
PVL.Immature,PVL.Differentiated,1181.0,1.0,1181
PVL.Immature,PVL.Immature,1049.0,1.0,1049
PVL.Immature,Plasmablasts,1210.0,1.0,1210
PVL.Immature,T.cells.CD4,1284.0,1.0,1284
PVL.Immature,T.cells.CD8,967.0,1.0,967
Plasmablasts,B.cells.Memory,988.0,1.0,988
Plasmablasts,B.cells.Naive,755.0,1.0,755
Plasmablasts,CAFs.MSC.iCAF.like,1418.0,1.0,1418
Plasmablasts,CAFs.myCAF.like,1597.0,1.0,1597
Plasmablasts,Cancer.Basal.SC,1765.0,1.0,1765
Plasmablasts,Cancer.Cycling,1659.0,1.0,1659
Plasmablasts,Cancer.Her2.SC,1539.0,1.0,1539
Plasmablasts,Cancer.LumA.SC,746.0,1.0,746
Plasmablasts,Cancer.LumB.SC,707.0,1.0,707
Plasmablasts,Cycling.Myeloid,993.0,1.0,993
Plasmablasts,Cycling.PVL,726.0,1.0,726
Plasmablasts,Cycling.T.cells,977.0,1.0,977
Plasmablasts,DCs,1075.0,1.0,1075
Plasmablasts,Endothelial.ACKR1,1149.0,1.0,1149
Plasmablasts,Endothelial.CXCL12,928.0,1.0,928
Plasmablasts,Endothelial.Lymphatic.LYVE1,847.0,1.0,847
Plasmablasts,Endothelial.RGS5,1014.0,1.0,1014
Plasmablasts,Luminal.Progenitors,1263.0,1.0,1263
Plasmablasts,Macrophage,1312.0,1.0,1312
Plasmablasts,Mature.Luminal,1249.0,1.0,1249
Plasmablasts,Monocyte,1065.0,1.0,1065
Plasmablasts,Myoepithelial,952.0,1.0,952
Plasmablasts,NK.cells,925.0,1.0,925
Plasmablasts,NKT.cells,744.0,1.0,744
Plasmablasts,PVL.Differentiated,1180.0,1.0,1180
Plasmablasts,PVL.Immature,1050.0,1.0,1050
Plasmablasts,Plasmablasts,1228.0,1.0,1228
Plasmablasts,T.cells.CD4,1301.0,1.0,1301
Plasmablasts,T.cells.CD8,966.0,1.0,966
T.cells.CD4,B.cells.Memory,1135.0,1.0,1135
T.cells.CD4,B.cells.Naive,807.0,1.0,807
T.cells.CD4,CAFs.MSC.iCAF.like,1623.0,1.0,1623
T.cells.CD4,CAFs.myCAF.like,1797.0,1.0,1797
T.cells.CD4,Cancer.Basal.SC,2090.0,1.0,2090
T.cells.CD4,Cancer.Cycling,1928.0,1.0,1928
T.cells.CD4,Cancer.Her2.SC,1846.0,1.0,1846
T.cells.CD4,Cancer.LumA.SC,822.0,1.0,822
T.cells.CD4,Cancer.LumB.SC,774.0,1.0,774
T.cells.CD4,Cycling.Myeloid,1108.0,1.0,1108
T.cells.CD4,Cycling.PVL,756.0,1.0,756
T.cells.CD4,Cycling.T.cells,1010.0,1.0,1010
T.cells.CD4,DCs,1095.0,1.0,1095
T.cells.CD4,Endothelial.ACKR1,1379.0,1.0,1379
T.cells.CD4,Endothelial.CXCL12,1019.0,1.0,1019
T.cells.CD4,Endothelial.Lymphatic.LYVE1,911.0,1.0,911
T.cells.CD4,Endothelial.RGS5,1093.0,1.0,1093
T.cells.CD4,Luminal.Progenitors,1388.0,1.0,1388
T.cells.CD4,Macrophage,1524.0,1.0,1524
T.cells.CD4,Mature.Luminal,1396.0,1.0,1396
T.cells.CD4,Monocyte,1111.0,1.0,1111
T.cells.CD4,Myoepithelial,981.0,1.0,981
T.cells.CD4,NK.cells,1068.0,1.0,1068
T.cells.CD4,NKT.cells,756.0,1.0,756
T.cells.CD4,PVL.Differentiated,1434.0,1.0,1434
T.cells.CD4,PVL.Immature,1125.0,1.0,1125
T.cells.CD4,Plasmablasts,1298.0,1.0,1298
T.cells.CD4,T.cells.CD4,1469.0,1.0,1469
T.cells.CD4,T.cells.CD8,1012.0,1.0,1012
T.cells.CD8,B.cells.Memory,1018.0,1.0,1018
T.cells.CD8,B.cells.Naive,768.0,1.0,768
T.cells.CD8,CAFs.MSC.iCAF.like,1458.0,1.0,1458
T.cells.CD8,CAFs.myCAF.like,1624.0,1.0,1624
T.cells.CD8,Cancer.Basal.SC,1833.0,1.0,1833
T.cells.CD8,Cancer.Cycling,1720.0,1.0,1720
T.cells.CD8,Cancer.Her2.SC,1590.0,1.0,1590
T.cells.CD8,Cancer.LumA.SC,743.0,1.0,743
T.cells.CD8,Cancer.LumB.SC,709.0,1.0,709
T.cells.CD8,Cycling.Myeloid,1014.0,1.0,1014
T.cells.CD8,Cycling.PVL,714.0,1.0,714
T.cells.CD8,Cycling.T.cells,981.0,1.0,981
T.cells.CD8,DCs,1056.0,1.0,1056
T.cells.CD8,Endothelial.ACKR1,1191.0,1.0,1191
T.cells.CD8,Endothelial.CXCL12,955.0,1.0,955
T.cells.CD8,Endothelial.Lymphatic.LYVE1,834.0,1.0,834
T.cells.CD8,Endothelial.RGS5,1017.0,1.0,1017
T.cells.CD8,Luminal.Progenitors,1275.0,1.0,1275
T.cells.CD8,Macrophage,1354.0,1.0,1354
T.cells.CD8,Mature.Luminal,1256.0,1.0,1256
T.cells.CD8,Monocyte,1061.0,1.0,1061
T.cells.CD8,Myoepithelial,951.0,1.0,951
T.cells.CD8,NK.cells,942.0,1.0,942
T.cells.CD8,NKT.cells,732.0,1.0,732
T.cells.CD8,PVL.Differentiated,1230.0,1.0,1230
T.cells.CD8,PVL.Immature,1060.0,1.0,1060
T.cells.CD8,Plasmablasts,1230.0,1.0,1230
T.cells.CD8,T.cells.CD4,1326.0,1.0,1326
T.cells.CD8,T.cells.CD8,971.0,1.0,971
