Ligand,Receptor,Expr_Prod,Affinity_Pred,Affinity_Score,Rank_Baseline,Rank_Affinity,Rank_Change
CD40,CD40LG,0.0003589365,0.4418396,0.00015859236,514.0,506.0,8.0
COL4A2,ITGA2,7.938014e-05,0.429886,3.4124412e-05,756.0,748.0,8.0
ITGA2,COL9A3,1.0353932e-05,0.43372938,4.4908047e-06,1130.0,1122.0,8.0
TNFSF13B,TNFRSF13C,0.000120795885,0.44595435,5.386945e-05,694.0,686.0,8.0
WNT6,FZD1,1.3805243e-05,0.4319433,5.963082e-06,1078.0,1070.0,8.0
ITGB2,C3,4.141573e-05,0.42582005,1.7635648e-05,872.0,864.0,8.0
EGFR,EREG,0.00046592703,0.45521632,0.00021209758,466.0,458.0,8.0
FN1,ITGA3,0.00041415734,0.43820304,0.00018148501,492.0,484.0,8.0
TNFRSF1A,TNF,0.08117498,0.48358676,0.039255142,39.0,31.0,8.0
PLXND1,SEMA4A,0.0013287547,0.45265958,0.00060147356,328.0,320.0,8.0
DKK1,KREMEN2,0.000100088015,0.43780297,4.381883e-05,717.0,709.0,8.0
CD40LG,ITGA5,0.00015185769,0.43944156,6.673258e-05,659.0,651.0,8.0
EFNA4,EPHA2,0.000110441964,0.4496757,4.9663067e-05,705.0,697.0,8.0
BMPR2,BMPR1A,0.0008697301,0.46340948,0.00040304117,383.0,375.0,8.0
EFNA5,EPHA4,0.0010699067,0.47781423,0.00051121664,349.0,341.0,8.0
WNT7B,SFRP2,0.00011389327,0.4541841,5.172851e-05,701.0,693.0,8.0
CD27,CD70,0.0026920245,0.44134402,0.0011881089,251.0,243.0,8.0
ITGB1,PLAUR,0.023434406,0.45877233,0.010751057,90.0,82.0,8.0
BMP4,BMPR1A,0.0021260069,0.44955495,0.0009557569,271.0,263.0,8.0
INHA,ACVR1,6.212359e-05,0.44155785,2.7431159e-05,792.0,784.0,8.0
APP,SORL1,0.07537667,0.4554828,0.034332775,42.0,34.0,8.0
TNFRSF1B,LTA,0.0006143336,0.44004476,0.00027033428,430.0,422.0,8.0
IL1R2,IL1A,3.4513107e-06,0.41526142,1.4331962e-06,1247.0,1239.0,8.0
TNFRSF13B,TNFSF13B,0.0002139813,0.44641498,9.5524454e-05,604.5,597.0,7.5
CD248,IL6R,0.00013114979,0.44687116,5.860706e-05,680.5,673.0,7.5
VCAM1,ITGB1,0.0028645878,0.42823878,0.0012267276,243.5,236.0,7.5
NOTCH3,JAG1,0.00024849438,0.43912157,0.000109119246,578.5,571.0,7.5
BMP5,BMPR2,0.00018291954,0.45462802,8.316035e-05,633.5,626.0,7.5
PGF,NRP2,6.9026214e-06,0.41770205,2.8832392e-06,1187.5,1180.0,7.5
CD40LG,CD40,5.522097e-05,0.43089494,2.3794437e-05,808.5,801.0,7.5
ROBO1,SLIT2,1.7256554e-05,0.4325154,7.4637255e-06,1032.5,1025.0,7.5
COL6A1,ITGA2,0.00031752055,0.44380102,0.00014091594,540.5,533.0,7.5
LRFN4,PTPRF,9.31854e-05,0.42556775,3.96567e-05,734.0,727.0,7.0
FZD10,WNT7B,3.4513107e-06,0.41520292,1.4329943e-06,1247.0,1240.0,7.0
ADORA2B,NT5E,0.00016566293,0.44619015,7.391717e-05,641.0,634.0,7.0
ITGB1,TNC,0.0016738856,0.4599119,0.0007698399,298.0,291.0,7.0
TNC,ITGB1,0.017187526,0.45738378,0.007861296,110.0,103.0,7.0
HCST,ULBP3,5.522098e-05,0.4730387,2.612166e-05,799.0,792.0,7.0
WNT10A,FZD1,2.7610486e-05,0.4278861,1.1814143e-05,952.0,945.0,7.0
FZD10,WNT2B,1.3805243e-05,0.4312142,5.953017e-06,1078.0,1071.0,7.0
LTC4S,CYSLTR1,0.0005349531,0.45049256,0.00024099239,445.0,438.0,7.0
GRM4,SLC1A3,1.0353932e-05,0.43118528,4.464463e-06,1130.0,1123.0,7.0
CYSLTR1,DPEP2,0.00012424718,0.44692802,5.5529545e-05,691.0,684.0,7.0
CCL3,CCR5,0.00073858094,0.43552783,0.00032167256,403.0,396.0,7.0
IL27,IL6ST,0.00149787,0.41955405,0.00062843744,314.0,307.0,7.0
TNF,TNFRSF1B,0.015876032,0.47028044,0.0074661877,113.0,106.0,7.0
TLR8,RNASET2,0.0017567138,0.4729541,0.000830845,289.0,282.0,7.0
ANXA1,FPR1,0.0007454832,0.43512943,0.0003243817,401.0,394.0,7.0
CXCL16,CXCR6,0.08928546,0.50763774,0.045324672,35.0,28.0,7.0
CGA,TSHR,0.00025884833,0.4354464,0.00011271458,572.5,566.0,6.5
BMPR1A,AMH,2.4159175e-05,0.42521623,1.0272874e-05,975.5,969.0,6.5
COL11A2,ITGB1,0.0028645878,0.4275626,0.0012247906,243.5,237.0,6.5
IGF1,GPC3,6.9026214e-06,0.41717556,2.879605e-06,1187.5,1181.0,6.5
COL6A3,ITGA2,0.00015876027,0.42668554,6.7740715e-05,654.5,648.0,6.5
HCST,MICA,0.0003313259,0.4373963,0.00014492072,532.0,526.0,6.0
TNFRSF14,TNFSF14,0.00891817,0.48246154,0.004302674,146.0,140.0,6.0
SEMA3C,NRP2,0.00019327344,0.44221726,8.5468855e-05,625.0,619.0,6.0
KITLG,KIT,2.0707865e-05,0.43610427,9.0307885e-06,1002.0,996.0,6.0
PVR,CD226,0.006740415,0.5096728,0.0034354064,170.0,164.0,6.0
VASN,JAG2,0.00057982013,0.4296425,0.00024911537,439.0,433.0,6.0
LRP6,WNT5B,1.0353932e-05,0.43017727,4.4540266e-06,1130.0,1124.0,6.0
SORL1,APP,0.003044057,0.42820588,0.001303483,233.0,227.0,6.0
WNT6,LRP6,1.3805243e-05,0.43084493,5.947919e-06,1078.0,1072.0,6.0
FGFR1,NCAM1,0.00017601684,0.44158047,7.77256e-05,638.0,632.0,6.0
WNT9A,FZD3,0.00011389327,0.44433326,5.0606566e-05,701.0,695.0,6.0
WNT3,FZD4,3.4513107e-06,0.41496935,1.4321881e-06,1247.0,1241.0,6.0
TNFSF10,TNFRSF10A,0.049854208,0.5305701,0.026451152,53.0,47.0,6.0
FN1,ITGA4,0.026257562,0.45967856,0.012070038,82.0,76.0,6.0
PECAM1,CD38,0.001463357,0.4236842,0.0006200013,317.0,311.0,6.0
CYSLTR1,ALOX5AP,0.023434551,0.4551293,0.010665751,89.0,83.0,6.0
L1CAM,CHL1,6.9026214e-06,0.41635945,2.8739717e-06,1187.5,1182.0,5.5
IL1RN,IL1RAP,5.1769664e-05,0.4268087,2.2095744e-05,818.5,813.0,5.5
TNFRSF10D,TNFSF10,0.001297689,0.4498247,0.00058373256,329.5,324.0,5.5
ITGB1,COL5A3,0.0003347771,0.43893206,0.00014694441,526.5,521.0,5.5
PTH2R,PTHLH,0.00012424719,0.44781497,5.5639754e-05,687.5,682.0,5.5
IL2RG,IL7,0.00028991012,0.43442756,0.00012594495,555.5,550.0,5.5
ACVR2A,BMP5,1.7256554e-05,0.42295304,7.2987123e-06,1032.5,1027.0,5.5
CCL22,DPP4,0.00045557308,0.41814885,0.00019049736,477.5,472.0,5.5
ITGA2,CDH1,3.1061798e-05,0.43474868,1.35040755e-05,928.5,923.0,5.5
CCR5,CCL5,0.07737141,0.43418646,0.033593617,40.5,35.0,5.5
NOTCH4,JAG2,0.0001656629,0.42472258,7.036077e-05,644.5,639.0,5.5
ADGRG6,COL4A1,7.2477524e-05,0.42906538,3.1097596e-05,769.0,764.0,5.0
LILRB2,CD1D,3.4513107e-06,0.41381356,1.4281992e-06,1247.0,1242.0,5.0
CCL3,CCR1,0.0005107942,0.44689113,0.0002282694,452.0,447.0,5.0
FDXR,NR1I2,3.796442e-05,0.41228473,1.5652151e-05,898.0,893.0,5.0
TNFSF10,TNFRSF10D,0.008852609,0.48119473,0.004259829,147.0,142.0,5.0
PVR,CD96,0.045381475,0.47631785,0.021616006,57.0,52.0,5.0
COL12A1,ITGA10,1.0353932e-05,0.43000272,4.452219e-06,1130.0,1125.0,5.0
BDNF,SORT1,1.3805243e-05,0.42800292,5.908684e-06,1078.0,1073.0,5.0
FN1,ITGA2,0.0009525616,0.44131872,0.00042038327,374.0,369.0,5.0
COL5A1,ITGA2,7.938014e-05,0.4203718,3.336917e-05,756.0,751.0,5.0
DSC2,DSG2,0.00073512946,0.42998347,0.0003160935,404.0,399.0,5.0
VCAM1,ITGA4,0.00218813,0.44296524,0.00096926553,266.0,261.0,5.0
TNFRSF12A,TNFSF12,0.018533526,0.45935336,0.008513438,102.0,97.0,5.0
LIFR,OSM,0.00084902294,0.4534058,0.0003849519,384.0,379.0,5.0
CD58,CD2,0.065043814,0.47258347,0.030738631,46.0,41.0,5.0
